Aston University,52.4867,-1.8882
University of Birmingham,52.4508, -1.9305
Cranfield University,52.0740,-0.6282
Keele University,53.0030,-2.2721
University of Leicester,52.6211,-1.1246
Loughborough University,52.7650,-1.2321
University of Nottingham,52.9388,-1.1981
University of Warwick,52.3793,-1.5615
##
Imperial College,51.4988,-0.1749

